Strain (mm/mm)	Engineering stress (MPa)	Strain up to UTS (mm/mm)	Engineering stress up to UTS (MPa)	True strain (mm/mm)	True stress (MPa)	True strain in plastic region (mm/mm)	True stress in plastic region (MPa)	Fitted true strain in plastic region (mm/mm)	Fitted true stress in plastic region (MPa)	Plastic strain for Ansys (mm/mm)
0.0585115	426.5896645	0.0585115	426.5896645	0.056863676	451.5500657	0.069816599	467.5126298			
0.0585115	426.4648694	0.0585115	426.4648694	0.056863676	451.4179686	0.069816599	467.3004413			
0.0586115	426.4648694	0.0586115	426.4648694	0.056958144	451.4606151	0.069909851	467.7750913			
0.0587115	426.3924745	0.0587115	426.3924745	0.057052603	451.4266162	0.069909851	467.2893044			
0.0587115	426.7137702	0.0587115	426.7137702	0.057052603	451.7667757	0.070003094	467.6390189			
0.0587115	426.7944388	0.0587115	426.7944388	0.057052603	451.8521805	0.070003094	467.49778			
0.0589115	426.8233968	0.0589115	426.8233968	0.057241494	451.9682033	0.070096329	467.9961859			
0.0589115	426.8751075	0.0589115	426.8751075	0.057241494	452.0229604	0.070096329	467.8475385			
0.0590115	426.8385653	0.0590115	426.8385653	0.057335926	452.0269493	0.070189555	467.9998785			
0.0590115	427.0205869	0.0590115	427.0205869	0.057335926	452.2197122	0.070189555	467.7417552			
0.0591115	426.6696437	0.0591115	426.6696437	0.057430349	451.8907264	0.070282773	468.1855244			
0.0592115	427.0716081	0.0592115	427.0716081	0.057524763	452.3591586	0.070282773	468.0043034			
0.0592115	427.2474244	0.0592115	427.2474244	0.057524763	452.5453852	0.070375981	467.8134279			
0.0593115	427.3853195	0.0593115	427.3853195	0.057619169	452.7341839	0.070375981	467.845237			
0.0594115	427.1522767	0.0594115	427.1522767	0.057713565	452.5300342	0.070469181	468.0146108			
0.0594115	427.2839666	0.0594115	427.2839666	0.057713565	452.669548	0.070562373	468.260956			
0.0595115	427.443925	0.0595115	427.443925	0.057807953	452.8817541	0.070562373	468.3083086			
0.0595115	427.0791923	0.0595115	427.0791923	0.057807953	452.4953156	0.070562373	468.1669907			
0.0596115	427.328093	0.0596115	427.328093	0.057902332	452.8017616	0.070655555	468.3364098			
0.0596115	427.2763824	0.0596115	427.2763824	0.057902332	452.7469684	0.070748729	468.1913429			
0.0596115	427.1888189	0.0596115	427.1888189	0.057902332	452.6541852	0.070841894	468.3918635			
0.0597115	427.2984456	0.0597115	427.2984456	0.057996701	452.8130767	0.070841894	468.6745783			
0.0598115	427.4218617	0.0598115	427.4218617	0.058091062	452.9866044	0.070841894	468.4000045			
0.0598115	427.5756148	0.0598115	427.5756148	0.058091062	453.1495537	0.070935051	468.4199559			
0.0598115	427.5466568	0.0598115	427.5466568	0.058091062	453.1188637	0.071028199	468.659751			
0.0599115	427.6418045	0.0599115	427.6418045	0.058185414	453.2624665	0.071121338	468.7981618			
0.0600115	427.7369521	0.0600115	427.7369521	0.058279757	453.4060882	0.071121338	469.0876183			
0.0600115	427.7293679	0.0600115	427.7293679	0.058279757	453.3980489	0.071214469	468.7315086			
0.0601115	427.8824315	0.0601115	427.8824315	0.058374091	453.6030863	0.071214469	468.9662049			
0.0601115	428.09479	0.0601115	428.09479	0.058374091	453.82821	0.071214469	468.778892			
0.0602115	427.7224731	0.0602115	427.7224731	0.058468417	453.4762848	0.07130759	468.7285123			
0.0603115	427.941037	0.0603115	427.941037	0.058562733	453.7508028	0.07130759	468.7203675			
0.0603115	427.7514311	0.0603115	427.7514311	0.058562733	453.5497616	0.071400704	468.7092162			
0.0604115	427.868642	0.0604115	427.868642	0.05865704	453.7168285	0.071493808	469.097224			
0.0604115	427.8465788	0.0604115	427.8465788	0.05865704	453.6934324	0.071493808	469.2468199			
0.0605115	427.6928257	0.0605115	427.6928257	0.058751339	453.5731601	0.071493808	469.3645712			
0.0605115	427.9334527	0.0605115	427.9334527	0.058751339	453.8283478	0.071586904	469.5104778			
0.0606115	427.7514311	0.0606115	427.7514311	0.058845629	453.678087	0.071586904	469.566026			
0.0606115	427.9486212	0.0606115	427.9486212	0.058845629	453.887229	0.071679991	469.577888			
0.0607115	427.8900157	0.0607115	427.8900157	0.058939909	453.8678604	0.07177307	469.6060413			
0.0608115	428.1313323	0.0608115	428.1313323	0.059034181	454.1666408	0.07177307	469.5512235			
0.0608115	428.3216276	0.0608115	428.3216276	0.059034181	454.3685082	0.07177307	469.1734254			
0.0609115	428.0872058	0.0609115	428.0872058	0.059128444	454.1626396	0.07186614	469.7823616			
0.0609115	428.5257124	0.0609115	428.5257124	0.059128444	454.6278563	0.071959201	469.9283289			
0.0610115	428.4085015	0.0610115	428.4085015	0.059222698	454.5463468	0.072052253	469.8623928			
0.0610115	428.3216276	0.0610115	428.3216276	0.059222698	454.4541725	0.072145297	470.015789			
0.0611115	428.438149	0.0611115	428.438149	0.059316944	454.6206469	0.072145297	469.7023222			
0.0611115	428.5546704	0.0611115	428.5546704	0.059316944	454.7442891	0.072145297	469.6704567			
0.0612115	428.4815859	0.0612115	428.4815859	0.05941118	454.7095865	0.072238333	469.7534343			
0.0613115	428.5257124	0.0613115	428.5257124	0.059505407	454.7992666	0.072238333	469.840146			
0.0613115	428.5987968	0.0613115	428.5987968	0.059505407	454.8768319	0.072331359	469.8601374			
0.0613115	428.5112334	0.0613115	428.5112334	0.059505407	454.7838999	0.072424377	469.8727118			
0.0614115	428.5112334	0.0614115	428.5112334	0.059599626	454.826751	0.072517386	470.198864			
0.0615115	428.4671069	0.0615115	428.4671069	0.059693836	454.8227614	0.072610387	470.4865158			
0.0615115	428.7821973	0.0615115	428.7821973	0.059693836	455.1572335	0.072610387	470.634796			
0.0616115	428.7084234	0.0616115	428.7084234	0.059788037	455.1217925	0.072610387	470.2425948			
0.0616115	428.62086	0.0616115	428.62086	0.059788037	455.0288341	0.072703379	470.4042194			
0.0617115	428.7821973	0.0617115	428.7821973	0.059882229	455.2429899	0.072796362	470.4323888			
0.0617115	428.6574022	0.0617115	428.6574022	0.059882229	455.1104935	0.072889337	470.6415078			
0.0618115	428.8332185	0.0618115	428.8332185	0.059976412	455.340043	0.072889337	470.5310082			
0.0619115	428.8332185	0.0619115	428.8332185	0.060070586	455.3829264	0.072982303	470.7638812			
0.0619115	429.0076559	0.0619115	429.0076559	0.060070586	455.5681634	0.072982303	470.9515255			
0.0620115	428.8539028	0.0620115	428.8539028	0.060164751	455.4477766	0.073075261	470.9166809			
0.0620115	429.0662613	0.0620115	429.0662613	0.060164751	455.6733038	0.073075261	470.6897066			
0.0621115	429.2565566	0.0621115	429.2565566	0.060258908	455.9183253	0.073168209	470.7490368			
0.0621115	429.4316835	0.0621115	429.4316835	0.060258908	456.1043295	0.073168209	470.8899816			
0.0622115	429.117972	0.0622115	429.117972	0.060353056	455.8140447	0.073261149	470.4856504			
0.0622115	429.0152401	0.0622115	429.0152401	0.060353056	455.7049217	0.073354081	471.2921028			
0.0623115	429.132451	0.0623115	429.132451	0.060447194	455.8723377	0.073354081	471.1503899			
0.0624115	429.3372253	0.0624115	429.3372253	0.060541324	456.1328055	0.073447004	471.3596434			
0.0624115	429.2565566	0.0624115	429.2565566	0.060541324	456.0471022	0.073539918	471.5140129			
0.0624115	429.4758099	0.0624115	429.4758099	0.060541324	456.2800394	0.073539918	471.3485267			
0.0625115	429.7095422	0.0625115	429.7095422	0.060635445	456.5713302	0.073539918	471.3878575			
0.0626115	429.4172045	0.0626115	429.4172045	0.060729557	456.3036598	0.073632824	471.2661525			
0.0626115	429.4385782	0.0626115	429.4385782	0.060729557	456.3263718	0.073725721	471.7344885			
0.0627115	429.8260636	0.0627115	429.8260636	0.060823661	456.7811008	0.073818609	471.7389674			
0.0628115	429.7391897	0.0628115	429.7391897	0.060917755	456.7317528	0.073818609	471.8102279			
0.0629115	429.8260636	0.0629115	429.8260636	0.061011841	456.867066	0.073818609	471.8258162			
0.0629115	429.7391897	0.0629115	429.7391897	0.061011841	456.7747267	0.07400436	471.6543564			
0.0630115	430.0673801	0.0630115	430.0673801	0.061105918	457.1665708	0.07400436	472.0077556			
0.0630115	430.1184013	0.0630115	430.1184013	0.061105918	457.2208069	0.07400436	471.5281424			
0.0631115	429.9212112	0.0631115	429.9212112	0.061199986	457.0541838	0.074097222	471.9097711			
0.0631115	430.2356122	0.0631115	430.2356122	0.061199986	457.388427	0.074190076	471.7575525			
0.0632115	430.0308379	0.0632115	430.0308379	0.061294045	457.2137322	0.074190076	472.0248788			
0.0633115	430.1115065	0.0633115	430.1115065	0.061388095	457.3425112	0.074190076	471.9298295			
0.0633115	429.9212112	0.0633115	429.9212112	0.061388095	457.140168	0.074282921	472.091728			
0.0633115	430.1480488	0.0633115	430.1480488	0.061388095	457.3813669	0.074375758	472.167494			
0.0634115	430.1404645	0.0634115	430.1404645	0.061482136	457.4163166	0.074468586	472.1875575			
0.0635115	429.9432745	0.0635115	429.9432745	0.061576169	457.2496167	0.074468586	472.4081632			
0.0636115	430.2873229	0.0636115	430.2873229	0.061670193	457.6585449	0.074468586	471.9364978			
0.0636115	430.3018018	0.0636115	430.3018018	0.061670193	457.6739449	0.074561405	472.1526456			
0.0636115	430.2652596	0.0636115	430.2652596	0.061670193	457.6350782	0.074654216	472.4015139			
0.0637115	430.2211332	0.0637115	430.2211332	0.061764208	457.6311669	0.074654216	472.6295897			
0.0638115	430.3155914	0.0638115	430.3155914	0.061858214	457.7746747	0.074747018	472.5322853			
0.0639115	430.5713869	0.0639115	430.5713869	0.061952211	458.08985	0.074839811	472.4810241			
0.0639115	430.7037662	0.0639115	430.7037662	0.061952211	458.2306899	0.074839811	472.7879062			
0.0639115	430.6230975	0.0639115	430.6230975	0.061952211	458.1448656	0.074839811	472.945434			
0.0641115	430.6375765	0.0641115	430.6375765	0.062140179	458.2463975	0.074932596	472.7530045			
0.0642115	430.8637246	0.0642115	430.8637246	0.062234149	458.5301306	0.075025373	472.7426137			
0.0642115	430.5713869	0.0642115	430.5713869	0.062234149	458.2190215	0.075025373	472.8518632			
0.0642115	430.7692664	0.0642115	430.7692664	0.062234149	458.4296071	0.07511814	472.8563377			
0.0642115	430.8120139	0.0642115	430.8120139	0.062234149	458.4750995	0.07511814	472.8801221			
0.0643115	430.6155133	0.0643115	430.6155133	0.062328111	458.3090429	0.075210899	473.0815744			
0.0644115	430.5644921	0.0644115	430.5644921	0.062422064	458.2977969	0.07530365	473.3782112			
0.0644115	430.9292248	0.0644115	430.9292248	0.062422064	458.6860225	0.07530365	473.0786207			
0.0645115	430.8416613	0.0645115	430.8416613	0.062516008	458.6359032	0.07530365	473.2443991			
0.0646115	430.965767	0.0646115	430.965767	0.062609944	458.8111116	0.075489125	473.6623134			
0.0646115	431.0540199	0.0646115	431.0540199	0.062609944	458.9050667	0.075489125	473.2057807			
0.0646115	431.1126253	0.0646115	431.1126253	0.062609944	458.9674587	0.075489125	473.3790252			
0.0647115	431.0319566	0.0647115	431.0319566	0.06270387	458.9246811	0.07558185	473.6117975			
0.0647115	431.0981463	0.0647115	431.0981463	0.06270387	458.995154	0.075674566	473.6014226			
0.0648115	431.4118578	0.0648115	431.4118578	0.062797788	459.3723074	0.075674566	473.8453484			
0.0649115	431.1560623	0.0649115	431.1560623	0.062891697	459.143049	0.075767273	473.5426941			
0.0650115	431.3167101	0.0650115	431.3167101	0.062985597	459.3572564	0.075859972	473.6178332			
0.0650115	431.5435476	0.0650115	431.5435476	0.062985597	459.598841	0.075859972	473.6966776			
0.0650115	431.3387733	0.0650115	431.3387733	0.062985597	459.380754	0.075859972	473.6178332			
0.0651115	431.5580266	0.0651115	431.5580266	0.063079489	459.6574171	0.075952663	473.7249651			
0.0651115	431.3897945	0.0651115	431.3897945	0.063079489	459.4782312	0.076045344	473.9890827			
0.0652115	431.6242163	0.0652115	431.6242163	0.063173371	459.7710789	0.076138017	474.0092021			
0.0652115	431.5290686	0.0652115	431.5290686	0.063173371	459.6697265	0.076138017	474.0092021			
0.0653115	431.2587942	0.0653115	431.2587942	0.063267245	459.4249529	0.076138017	473.9853934			
0.0654115	431.5656109	0.0654115	431.5656109	0.06336111	459.7949648	0.076323338	474.1134253			
0.0654115	431.5359634	0.0654115	431.5359634	0.06336111	459.7633781	0.076323338	474.3418822			
0.0654115	431.9668857	0.0654115	431.9668857	0.06336111	460.2224877	0.076323338	474.4215072			
0.0655115	431.433921	0.0655115	431.433921	0.063454966	459.6978043	0.076323338	474.5859664			
0.0656115	431.7703851	0.0656115	431.7703851	0.063548813	460.0994878	0.076508624	474.6664657			
0.0656115	431.9448225	0.0656115	431.9448225	0.063548813	460.2853702	0.076508624	474.4617841			
0.0657115	431.8572591	0.0657115	431.8572591	0.063642651	460.2352474	0.076508624	474.6500912			
0.0657115	432.0620334	0.0657115	432.0620334	0.063642651	460.4534777	0.076601254	474.6784285			
0.0657115	431.5290686	0.0657115	431.5290686	0.063642651	459.885491	0.076693876	474.5653203			
0.0659115	432.3026604	0.0659115	432.3026604	0.063830302	460.7963772	0.076786489	474.8140118			
0.0659115	431.8572591	0.0659115	431.8572591	0.063830302	460.3216188	0.076786489	474.7983772			
0.0659115	432.2378497	0.0659115	432.2378497	0.063830302	460.7272947	0.076786489	474.561625			
0.0660115	432.3323079	0.0660115	432.3323079	0.063924114	460.871212	0.076879093	474.6688622			
0.0660115	432.1061598	0.0660115	432.1061598	0.063924114	460.6301356	0.076971689	474.9175931			
0.0661115	432.0110122	0.0661115	432.0110122	0.064017917	460.5719082	0.076971689	475.0992857			
0.0662115	431.97447	0.0662115	431.97447	0.064111711	460.5761476	0.077064277	474.9533747			
0.0662115	432.0475544	0.0662115	432.0475544	0.064111711	460.654071	0.077064277	474.9935891			
0.0662115	431.8648433	0.0662115	431.8648433	0.064111711	460.4592624	0.077064277	475.2222152			
0.0663115	432.1061598	0.0663115	432.1061598	0.064205497	460.7597674	0.077156855	475.1798183			
0.0664115	432.4419345	0.0664115	432.4419345	0.064299274	461.161052	0.077249425	475.0815418			
0.0664115	432.6032718	0.0664115	432.6032718	0.064299274	461.333104	0.077341987	475.5195795			
0.0665115	432.3833291	0.0665115	432.3833291	0.064393042	461.1417929	0.077341987	475.5590601			
0.0666115	432.3909133	0.0666115	432.3909133	0.064486801	461.1931206	0.07743454	475.7848533			
0.0666115	432.3764343	0.0666115	432.3764343	0.064486801	461.1776772	0.07743454	475.1694945			
0.0666115	432.2233707	0.0666115	432.2233707	0.064486801	461.0144178	0.077527085	475.5375699			
0.0667115	432.9680045	0.0667115	432.9680045	0.064580552	461.8519495	0.077619621	475.6836583			
0.0667115	432.6177508	0.0667115	432.6177508	0.064580552	461.4783299	0.077619621	475.8416246			
0.0668115	432.4343503	0.0668115	432.4343503	0.064674293	461.3259379	0.077712148	475.6643326			
0.0669115	432.4564135	0.0669115	432.4564135	0.064768026	461.3927208	0.077712148	475.5622412			
0.0668115	432.7777092	0.0668115	432.7777092	0.064674293	461.6922371	0.077804667	475.5823932			
0.0670115	432.7570249	0.0670115	432.7570249	0.06486175	461.7567223	0.077897177	475.6584408			
0.0670115	432.5591454	0.0670115	432.5591454	0.06486175	461.5455825	0.077897177	476.0922235			
0.0671115	432.7632302	0.0671115	432.7632302	0.064955465	461.8066197	0.077897177	476.0050198			
0.0671115	432.6032718	0.0671115	432.6032718	0.064955465	461.6359263	0.077989679	475.9066816			
0.0672115	432.7852934	0.0672115	432.7852934	0.065049172	461.8734422	0.078082172	475.9984118			
0.0672115	432.5736244	0.0672115	432.5736244	0.065049172	461.6475465	0.078174656	476.2482048			
0.0672115	432.923878	0.0672115	432.923878	0.065049172	462.0213413	0.078174656	476.4532278			
0.0673115	432.9390465	0.0673115	432.9390465	0.06514287	462.0808231	0.078267132	476.3079061			
0.0674115	433.2313842	0.0674115	433.2313842	0.065236559	462.4361617	0.0783596	476.5092888			
0.0674115	433.151405	0.0674115	433.151405	0.065236559	462.350791	0.0783596	476.5413528			
0.0675115	433.0197152	0.0675115	433.0197152	0.065330239	462.2535257	0.0783596	476.6278513			
0.0675115	432.8804411	0.0675115	432.8804411	0.065330239	462.104849	0.078452059	476.6249399			
0.0676115	433.0410889	0.0676115	433.0410889	0.06542391	462.3196465	0.078544509	476.7875904			
0.0676115	433.3920321	0.0676115	433.3920321	0.06542391	462.6943174	0.078544509	476.8114565			
0.0677115	433.2169052	0.0677115	433.2169052	0.065517573	462.5506717	0.078544509	476.653344			
0.0678115	433.0631521	0.0678115	433.0631521	0.065611227	462.4298141	0.078636951	476.689204			
0.0678115	433.151405	0.0678115	433.151405	0.065611227	462.5240515	0.078729384	476.7810089			
0.0679115	433.4506375	0.0679115	433.4506375	0.065704872	462.8869205	0.078729384	476.8914097			
0.0680115	433.1582998	0.0680115	433.1582998	0.065798508	462.6180455	0.078821809	476.7616655			
0.0680115	433.2748212	0.0680115	433.2748212	0.065798508	462.7424917	0.078821809	476.8720766			
0.0681115	433.2244895	0.0681115	433.2244895	0.065892136	462.7320593	0.078914225	477.2571123			
0.0682115	433.3768636	0.0682115	433.3768636	0.065985755	462.9381495	0.079006633	477.0952767			
0.0682115	433.3554898	0.0682115	433.3554898	0.065985755	462.9153178	0.079006633	477.2221237			
0.0682115	433.5457851	0.0682115	433.5457851	0.065985755	463.1185935	0.079099032	477.32965			
0.0683115	433.5382009	0.0683115	433.5382009	0.066079365	463.1538457	0.079191422	477.3103176			
0.0684115	433.6188696	0.0684115	433.6188696	0.066172966	463.2833869	0.079191422	477.2543453			
0.0684115	433.4795955	0.0684115	433.4795955	0.066172966	463.1345848	0.079191422	477.389425			
0.0685115	433.691954	0.0685115	433.691954	0.066266558	463.4048403	0.079283804	477.6940108			
0.0686115	434.0353129	0.0686115	434.0353129	0.066360142	463.8151268	0.079283804	477.7096844			
0.0686115	433.7864122	0.0686115	433.7864122	0.066360142	463.5491486	0.079283804	477.7335681			
0.0687115	433.9249968	0.0687115	433.9249968	0.066453717	463.7406342	0.079376178	477.7299283			
0.0687115	434.2759399	0.0687115	434.2759399	0.066453717	464.1156912	0.079468543	477.6075856			
0.0688115	434.1670028	0.0688115	434.1670028	0.066547283	464.0426855	0.079468543	477.5762325			
0.0689115	434.0422077	0.0689115	434.0422077	0.066640841	463.9527073	0.079468543	477.8613967			
0.0689115	433.9691232	0.0689115	433.9691232	0.066640841	463.8745865	0.079560899	477.6516978			
0.0690115	434.2318135	0.0690115	434.2318135	0.06673439	464.1988023	0.079653247	477.7988464			
0.0691115	434.0642709	0.0691115	434.0642709	0.06682793	464.0631038	0.079745587	477.7242412			
0.0691115	433.8229544	0.0691115	433.8229544	0.06682793	463.8051095	0.079745587	478.1050634			
0.0691115	433.8884546	0.0691115	433.8884546	0.06682793	463.8751365	0.079837917	477.9430983			
0.0692115	433.9767075	0.0692115	433.9767075	0.066921461	464.0128864	0.07993024	478.4218907			
0.0693115	434.0277287	0.0693115	434.0277287	0.067014983	464.1108416	0.07993024	478.4935881			
0.0694115	434.3635034	0.0694115	434.3635034	0.067108497	464.5133257	0.080022554	478.3472979			
